NGO Name,Year,City,Zone_ID,Poverty_Cluster,Month,Program,Category,Beneficiaries
Alkhidmat,2019,Nationwide,Zone_022,Medium,Jan,Disaster Management,Ration/Food,258
Alkhidmat,2019,Nationwide,Zone_023,Medium,Jan,Disaster Management,Ration/Food,362
Alkhidmat,2019,Nationwide,Zone_024,Medium,Jan,Disaster Management,Ration/Food,349
Alkhidmat,2019,Nationwide,Zone_025,Medium,Jan,Disaster Management,Ration/Food,329
Alkhidmat,2019,Nationwide,Zone_026,Medium,Jan,Disaster Management,Ration/Food,231
Alkhidmat,2019,Nationwide,Zone_027,Medium,Jan,Disaster Management,Ration/Food,277
Alkhidmat,2019,Nationwide,Zone_028,Medium,Jan,Disaster Management,Ration/Food,205
Alkhidmat,2019,Nationwide,Zone_029,Medium,Jan,Disaster Management,Ration/Food,224
Alkhidmat,2019,Nationwide,Zone_030,Medium,Jan,Disaster Management,Ration/Food,313
Alkhidmat,2019,Nationwide,Zone_031,Medium,Jan,Disaster Management,Ration/Food,324
Alkhidmat,2019,Nationwide,Zone_032,Medium,Jan,Disaster Management,Ration/Food,361
Alkhidmat,2019,Nationwide,Zone_033,Medium,Jan,Disaster Management,Ration/Food,253
Alkhidmat,2019,Nationwide,Zone_034,Medium,Jan,Disaster Management,Ration/Food,260
Alkhidmat,2019,Nationwide,Zone_035,Medium,Jan,Disaster Management,Ration/Food,277
Alkhidmat,2019,Nationwide,Zone_036,Medium,Jan,Disaster Management,Ration/Food,230
Alkhidmat,2019,Nationwide,Zone_037,Medium,Jan,Disaster Management,Ration/Food,220
Alkhidmat,2019,Nationwide,Zone_038,Medium,Jan,Disaster Management,Ration/Food,278
Alkhidmat,2019,Nationwide,Zone_039,Medium,Jan,Disaster Management,Ration/Food,236
Alkhidmat,2019,Nationwide,Zone_040,Medium,Jan,Disaster Management,Ration/Food,311
Alkhidmat,2019,Nationwide,Zone_041,Low,Jan,Disaster Management,Ration/Food,181
Alkhidmat,2019,Nationwide,Zone_042,Low,Jan,Disaster Management,Ration/Food,226
Alkhidmat,2019,Nationwide,Zone_043,Low,Jan,Disaster Management,Ration/Food,211
Alkhidmat,2019,Nationwide,Zone_044,Low,Jan,Disaster Management,Ration/Food,167
Alkhidmat,2019,Nationwide,Zone_045,Low,Jan,Disaster Management,Ration/Food,226
Alkhidmat,2019,Nationwide,Zone_046,Low,Jan,Disaster Management,Ration/Food,223
Alkhidmat,2019,Nationwide,Zone_047,Low,Jan,Disaster Management,Ration/Food,176
Alkhidmat,2019,Nationwide,Zone_048,Low,Jan,Disaster Management,Ration/Food,164
Alkhidmat,2019,Nationwide,Zone_049,Low,Jan,Disaster Management,Ration/Food,209
Alkhidmat,2019,Nationwide,Zone_050,Low,Jan,Disaster Management,Ration/Food,148
Alkhidmat,2019,Nationwide,Zone_051,Low,Jan,Disaster Management,Ration/Food,154
Alkhidmat,2019,Nationwide,Zone_052,Low,Jan,Disaster Management,Ration/Food,133
Alkhidmat,2019,Nationwide,Zone_053,Low,Jan,Disaster Management,Ration/Food,221
Alkhidmat,2019,Nationwide,Zone_054,Low,Jan,Disaster Management,Ration/Food,207
Alkhidmat,2019,Nationwide,Zone_055,Low,Jan,Disaster Management,Ration/Food,212
Alkhidmat,2019,Nationwide,Zone_056,Low,Jan,Disaster Management,Ration/Food,220
Alkhidmat,2019,Nationwide,Zone_057,Low,Jan,Disaster Management,Ration/Food,184
Alkhidmat,2019,Nationwide,Zone_058,Low,Jan,Disaster Management,Ration/Food,196
Alkhidmat,2019,Nationwide,Zone_059,Low,Jan,Disaster Management,Ration/Food,148
Alkhidmat,2019,Nationwide,Zone_060,Low,Jan,Disaster Management,Ration/Food,145
Alkhidmat,2019,Nationwide,Zone_001,High,Feb,Disaster Management,Ration/Food,919
Alkhidmat,2019,Nationwide,Zone_002,High,Feb,Disaster Management,Ration/Food,760
Alkhidmat,2019,Nationwide,Zone_003,High,Feb,Disaster Management,Ration/Food,959
Alkhidmat,2019,Nationwide,Zone_004,High,Feb,Disaster Management,Ration/Food,883
Alkhidmat,2019,Nationwide,Zone_005,High,Feb,Disaster Management,Ration/Food,597
Alkhidmat,2019,Nationwide,Zone_006,High,Feb,Disaster Management,Ration/Food,1015
Alkhidmat,2019,Nationwide,Zone_007,High,Feb,Disaster Management,Ration/Food,913
Alkhidmat,2019,Nationwide,Zone_008,High,Feb,Disaster Management,Ration/Food,925
Alkhidmat,2019,Nationwide,Zone_009,High,Feb,Disaster Management,Ration/Food,613
Alkhidmat,2019,Nationwide,Zone_010,High,Feb,Disaster Management,Ration/Food,766
Alkhidmat,2019,Nationwide,Zone_011,High,Feb,Disaster Management,Ration/Food,728
Alkhidmat,2019,Nationwide,Zone_012,High,Feb,Disaster Management,Ration/Food,992
Alkhidmat,2019,Nationwide,Zone_013,High,Feb,Disaster Management,Ration/Food,858
Alkhidmat,2019,Nationwide,Zone_014,High,Feb,Disaster Management,Ration/Food,942
Alkhidmat,2019,Nationwide,Zone_015,High,Feb,Disaster Management,Ration/Food,763
Alkhidmat,2019,Nationwide,Zone_016,High,Feb,Disaster Management,Ration/Food,660
Alkhidmat,2019,Nationwide,Zone_017,High,Feb,Disaster Management,Ration/Food,815
Alkhidmat,2019,Nationwide,Zone_018,High,Feb,Disaster Management,Ration/Food,583
Alkhidmat,2019,Nationwide,Zone_019,High,Feb,Disaster Management,Ration/Food,945
Alkhidmat,2019,Nationwide,Zone_020,High,Feb,Disaster Management,Ration/Food,852
Alkhidmat,2019,Nationwide,Zone_021,Medium,Feb,Disaster Management,Ration/Food,574
Alkhidmat,2019,Nationwide,Zone_022,Medium,Feb,Disaster Management,Ration/Food,453
Alkhidmat,2019,Nationwide,Zone_023,Medium,Feb,Disaster Management,Ration/Food,637
Alkhidmat,2019,Nationwide,Zone_024,Medium,Feb,Disaster Management,Ration/Food,614
Alkhidmat,2019,Nationwide,Zone_025,Medium,Feb,Disaster Management,Ration/Food,580
Alkhidmat,2019,Nationwide,Zone_026,Medium,Feb,Disaster Management,Ration/Food,406
Alkhidmat,2019,Nationwide,Zone_027,Medium,Feb,Disaster Management,Ration/Food,487
Alkhidmat,2019,Nationwide,Zone_028,Medium,Feb,Disaster Management,Ration/Food,361
Alkhidmat,2019,Nationwide,Zone_029,Medium,Feb,Disaster Management,Ration/Food,394
Alkhidmat,2019,Nationwide,Zone_030,Medium,Feb,Disaster Management,Ration/Food,551
Alkhidmat,2019,Nationwide,Zone_031,Medium,Feb,Disaster Management,Ration/Food,570
Alkhidmat,2019,Nationwide,Zone_032,Medium,Feb,Disaster Management,Ration/Food,636
Alkhidmat,2019,Nationwide,Zone_033,Medium,Feb,Disaster Management,Ration/Food,445
Alkhidmat,2019,Nationwide,Zone_034,Medium,Feb,Disaster Management,Ration/Food,458
Alkhidmat,2019,Nationwide,Zone_035,Medium,Feb,Disaster Management,Ration/Food,488
Alkhidmat,2019,Nationwide,Zone_036,Medium,Feb,Disaster Management,Ration/Food,404
Alkhidmat,2019,Nationwide,Zone_037,Medium,Feb,Disaster Management,Ration/Food,386
Alkhidmat,2019,Nationwide,Zone_038,Medium,Feb,Disaster Management,Ration/Food,489
Alkhidmat,2019,Nationwide,Zone_039,Medium,Feb,Disaster Management,Ration/Food,415
Alkhidmat,2019,Nationwide,Zone_040,Medium,Feb,Disaster Management,Ration/Food,547
Alkhidmat,2019,Nationwide,Zone_041,Low,Feb,Disaster Management,Ration/Food,319
Alkhidmat,2019,Nationwide,Zone_042,Low,Feb,Disaster Management,Ration/Food,397
Alkhidmat,2019,Nationwide,Zone_043,Low,Feb,Disaster Management,Ration/Food,371
Alkhidmat,2019,Nationwide,Zone_044,Low,Feb,Disaster Management,Ration/Food,294
Alkhidmat,2019,Nationwide,Zone_045,Low,Feb,Disaster Management,Ration/Food,397
Alkhidmat,2019,Nationwide,Zone_046,Low,Feb,Disaster Management,Ration/Food,392
Alkhidmat,2019,Nationwide,Zone_047,Low,Feb,Disaster Management,Ration/Food,309
Alkhidmat,2019,Nationwide,Zone_048,Low,Feb,Disaster Management,Ration/Food,289
Alkhidmat,2019,Nationwide,Zone_049,Low,Feb,Disaster Management,Ration/Food,368
Alkhidmat,2019,Nationwide,Zone_050,Low,Feb,Disaster Management,Ration/Food,260
Alkhidmat,2019,Nationwide,Zone_051,Low,Feb,Disaster Management,Ration/Food,272
Alkhidmat,2019,Nationwide,Zone_052,Low,Feb,Disaster Management,Ration/Food,233
Alkhidmat,2019,Nationwide,Zone_053,Low,Feb,Disaster Management,Ration/Food,388
Alkhidmat,2019,Nationwide,Zone_054,Low,Feb,Disaster Management,Ration/Food,364
Alkhidmat,2019,Nationwide,Zone_055,Low,Feb,Disaster Management,Ration/Food,372
Alkhidmat,2019,Nationwide,Zone_056,Low,Feb,Disaster Management,Ration/Food,387
Alkhidmat,2019,Nationwide,Zone_057,Low,Feb,Disaster Management,Ration/Food,323
Alkhidmat,2019,Nationwide,Zone_058,Low,Feb,Disaster Management,Ration/Food,345
Alkhidmat,2019,Nationwide,Zone_059,Low,Feb,Disaster Management,Ration/Food,260
Alkhidmat,2019,Nationwide,Zone_060,Low,Feb,Disaster Management,Ration/Food,255
Alkhidmat,2019,Nationwide,Zone_001,High,Mar,Disaster Management,Ration/Food,118
Alkhidmat,2019,Nationwide,Zone_002,High,Mar,Disaster Management,Ration/Food,98
Alkhidmat,2019,Nationwide,Zone_003,High,Mar,Disaster Management,Ration/Food,124
Alkhidmat,2019,Nationwide,Zone_004,High,Mar,Disaster Management,Ration/Food,114
Alkhidmat,2019,Nationwide,Zone_005,High,Mar,Disaster Management,Ration/Food,77
Alkhidmat,2019,Nationwide,Zone_006,High,Mar,Disaster Management,Ration/Food,131
Alkhidmat,2019,Nationwide,Zone_007,High,Mar,Disaster Management,Ration/Food,118
Alkhidmat,2019,Nationwide,Zone_008,High,Mar,Disaster Management,Ration/Food,119
Alkhidmat,2019,Nationwide,Zone_009,High,Mar,Disaster Management,Ration/Food,79
Alkhidmat,2019,Nationwide,Zone_010,High,Mar,Disaster Management,Ration/Food,99
Alkhidmat,2019,Nationwide,Zone_011,High,Mar,Disaster Management,Ration/Food,94
Alkhidmat,2019,Nationwide,Zone_012,High,Mar,Disaster Management,Ration/Food,128
Alkhidmat,2019,Nationwide,Zone_013,High,Mar,Disaster Management,Ration/Food,110
Alkhidmat,2019,Nationwide,Zone_014,High,Mar,Disaster Management,Ration/Food,121
Alkhidmat,2019,Nationwide,Zone_015,High,Mar,Disaster Management,Ration/Food,98
Alkhidmat,2019,Nationwide,Zone_016,High,Mar,Disaster Management,Ration/Food,85
Alkhidmat,2019,Nationwide,Zone_017,High,Mar,Disaster Management,Ration/Food,105
Alkhidmat,2019,Nationwide,Zone_018,High,Mar,Disaster Management,Ration/Food,75
Alkhidmat,2019,Nationwide,Zone_019,High,Mar,Disaster Management,Ration/Food,122
Alkhidmat,2019,Nationwide,Zone_020,High,Mar,Disaster Management,Ration/Food,110
Alkhidmat,2019,Nationwide,Zone_021,Medium,Mar,Disaster Management,Ration/Food,74
Alkhidmat,2019,Nationwide,Zone_022,Medium,Mar,Disaster Management,Ration/Food,58
Alkhidmat,2019,Nationwide,Zone_023,Medium,Mar,Disaster Management,Ration/Food,82
Alkhidmat,2019,Nationwide,Zone_024,Medium,Mar,Disaster Management,Ration/Food,79
Alkhidmat,2019,Nationwide,Zone_025,Medium,Mar,Disaster Management,Ration/Food,75
Alkhidmat,2019,Nationwide,Zone_026,Medium,Mar,Disaster Management,Ration/Food,52
Alkhidmat,2019,Nationwide,Zone_027,Medium,Mar,Disaster Management,Ration/Food,63
Alkhidmat,2019,Nationwide,Zone_028,Medium,Mar,Disaster Management,Ration/Food,46
Alkhidmat,2019,Nationwide,Zone_029,Medium,Mar,Disaster Management,Ration/Food,51
Alkhidmat,2019,Nationwide,Zone_030,Medium,Mar,Disaster Management,Ration/Food,71
Alkhidmat,2019,Nationwide,Zone_031,Medium,Mar,Disaster Management,Ration/Food,73
Alkhidmat,2019,Nationwide,Zone_032,Medium,Mar,Disaster Management,Ration/Food,82
Alkhidmat,2019,Nationwide,Zone_033,Medium,Mar,Disaster Management,Ration/Food,57
Alkhidmat,2019,Nationwide,Zone_034,Medium,Mar,Disaster Management,Ration/Food,59
Alkhidmat,2019,Nationwide,Zone_035,Medium,Mar,Disaster Management,Ration/Food,63
Alkhidmat,2019,Nationwide,Zone_036,Medium,Mar,Disaster Management,Ration/Food,52
Alkhidmat,2019,Nationwide,Zone_037,Medium,Mar,Disaster Management,Ration/Food,50
Alkhidmat,2019,Nationwide,Zone_038,Medium,Mar,Disaster Management,Ration/Food,63
Alkhidmat,2019,Nationwide,Zone_039,Medium,Mar,Disaster Management,Ration/Food,53
Alkhidmat,2019,Nationwide,Zone_040,Medium,Mar,Disaster Management,Ration/Food,70
Alkhidmat,2019,Nationwide,Zone_041,Low,Mar,Disaster Management,Ration/Food,41
Alkhidmat,2019,Nationwide,Zone_042,Low,Mar,Disaster Management,Ration/Food,51
Alkhidmat,2019,Nationwide,Zone_043,Low,Mar,Disaster Management,Ration/Food,48
Alkhidmat,2019,Nationwide,Zone_044,Low,Mar,Disaster Management,Ration/Food,38
Alkhidmat,2019,Nationwide,Zone_045,Low,Mar,Disaster Management,Ration/Food,51
Alkhidmat,2019,Nationwide,Zone_046,Low,Mar,Disaster Management,Ration/Food,50
Alkhidmat,2019,Nationwide,Zone_047,Low,Mar,Disaster Management,Ration/Food,40
Alkhidmat,2019,Nationwide,Zone_048,Low,Mar,Disaster Management,Ration/Food,37
Alkhidmat,2019,Nationwide,Zone_049,Low,Mar,Disaster Management,Ration/Food,47
Alkhidmat,2019,Nationwide,Zone_050,Low,Mar,Disaster Management,Ration/Food,33
Alkhidmat,2019,Nationwide,Zone_051,Low,Mar,Disaster Management,Ration/Food,35
Alkhidmat,2019,Nationwide,Zone_052,Low,Mar,Disaster Management,Ration/Food,30
Alkhidmat,2019,Nationwide,Zone_053,Low,Mar,Disaster Management,Ration/Food,50
Alkhidmat,2019,Nationwide,Zone_054,Low,Mar,Disaster Management,Ration/Food,47
Alkhidmat,2019,Nationwide,Zone_055,Low,Mar,Disaster Management,Ration/Food,48
Alkhidmat,2019,Nationwide,Zone_056,Low,Mar,Disaster Management,Ration/Food,50
Alkhidmat,2019,Nationwide,Zone_057,Low,Mar,Disaster Management,Ration/Food,42
Alkhidmat,2019,Nationwide,Zone_058,Low,Mar,Disaster Management,Ration/Food,44
Alkhidmat,2019,Nationwide,Zone_059,Low,Mar,Disaster Management,Ration/Food,33
Alkhidmat,2019,Nationwide,Zone_060,Low,Mar,Disaster Management,Ration/Food,33
Alkhidmat,2019,Nationwide,Zone_001,High,Apr,Disaster Management,Ration/Food,792
Alkhidmat,2019,Nationwide,Zone_002,High,Apr,Disaster Management,Ration/Food,655
Alkhidmat,2019,Nationwide,Zone_003,High,Apr,Disaster Management,Ration/Food,826
Alkhidmat,2019,Nationwide,Zone_004,High,Apr,Disaster Management,Ration/Food,760
Alkhidmat,2019,Nationwide,Zone_005,High,Apr,Disaster Management,Ration/Food,514
Alkhidmat,2019,Nationwide,Zone_006,High,Apr,Disaster Management,Ration/Food,874
Alkhidmat,2019,Nationwide,Zone_007,High,Apr,Disaster Management,Ration/Food,786
Alkhidmat,2019,Nationwide,Zone_008,High,Apr,Disaster Management,Ration/Food,797
Alkhidmat,2019,Nationwide,Zone_009,High,Apr,Disaster Management,Ration/Food,528
Alkhidmat,2019,Nationwide,Zone_010,High,Apr,Disaster Management,Ration/Food,660
Alkhidmat,2019,Nationwide,Zone_011,High,Apr,Disaster Management,Ration/Food,627
Alkhidmat,2019,Nationwide,Zone_012,High,Apr,Disaster Management,Ration/Food,854
Alkhidmat,2019,Nationwide,Zone_013,High,Apr,Disaster Management,Ration/Food,739
Alkhidmat,2019,Nationwide,Zone_014,High,Apr,Disaster Management,Ration/Food,812
Alkhidmat,2019,Nationwide,Zone_015,High,Apr,Disaster Management,Ration/Food,657
Alkhidmat,2019,Nationwide,Zone_016,High,Apr,Disaster Management,Ration/Food,569
Alkhidmat,2019,Nationwide,Zone_017,High,Apr,Disaster Management,Ration/Food,702
Alkhidmat,2019,Nationwide,Zone_018,High,Apr,Disaster Management,Ration/Food,502
Alkhidmat,2019,Nationwide,Zone_019,High,Apr,Disaster Management,Ration/Food,813
Alkhidmat,2019,Nationwide,Zone_020,High,Apr,Disaster Management,Ration/Food,734
Alkhidmat,2019,Nationwide,Zone_021,Medium,Apr,Disaster Management,Ration/Food,494
Alkhidmat,2019,Nationwide,Zone_022,Medium,Apr,Disaster Management,Ration/Food,390
Alkhidmat,2019,Nationwide,Zone_023,Medium,Apr,Disaster Management,Ration/Food,548
Alkhidmat,2019,Nationwide,Zone_024,Medium,Apr,Disaster Management,Ration/Food,529
Alkhidmat,2019,Nationwide,Zone_025,Medium,Apr,Disaster Management,Ration/Food,499
Alkhidmat,2019,Nationwide,Zone_026,Medium,Apr,Disaster Management,Ration/Food,349
Alkhidmat,2019,Nationwide,Zone_027,Medium,Apr,Disaster Management,Ration/Food,419
Alkhidmat,2019,Nationwide,Zone_028,Medium,Apr,Disaster Management,Ration/Food,311
Alkhidmat,2019,Nationwide,Zone_029,Medium,Apr,Disaster Management,Ration/Food,339
Alkhidmat,2019,Nationwide,Zone_030,Medium,Apr,Disaster Management,Ration/Food,475
Alkhidmat,2019,Nationwide,Zone_031,Medium,Apr,Disaster Management,Ration/Food,490
Alkhidmat,2019,Nationwide,Zone_032,Medium,Apr,Disaster Management,Ration/Food,548
Alkhidmat,2019,Nationwide,Zone_033,Medium,Apr,Disaster Management,Ration/Food,383
Alkhidmat,2019,Nationwide,Zone_034,Medium,Apr,Disaster Management,Ration/Food,394
Alkhidmat,2019,Nationwide,Zone_035,Medium,Apr,Disaster Management,Ration/Food,420
Alkhidmat,2019,Nationwide,Zone_036,Medium,Apr,Disaster Management,Ration/Food,348
Alkhidmat,2019,Nationwide,Zone_037,Medium,Apr,Disaster Management,Ration/Food,333
Alkhidmat,2019,Nationwide,Zone_038,Medium,Apr,Disaster Management,Ration/Food,421
Alkhidmat,2019,Nationwide,Zone_039,Medium,Apr,Disaster Management,Ration/Food,358
Alkhidmat,2019,Nationwide,Zone_040,Medium,Apr,Disaster Management,Ration/Food,471
Alkhidmat,2019,Nationwide,Zone_041,Low,Apr,Disaster Management,Ration/Food,275
Alkhidmat,2019,Nationwide,Zone_042,Low,Apr,Disaster Management,Ration/Food,342
Alkhidmat,2019,Nationwide,Zone_043,Low,Apr,Disaster Management,Ration/Food,320
Alkhidmat,2019,Nationwide,Zone_044,Low,Apr,Disaster Management,Ration/Food,253
Alkhidmat,2019,Nationwide,Zone_045,Low,Apr,Disaster Management,Ration/Food,342
Alkhidmat,2019,Nationwide,Zone_046,Low,Apr,Disaster Management,Ration/Food,337
Alkhidmat,2019,Nationwide,Zone_047,Low,Apr,Disaster Management,Ration/Food,266
Alkhidmat,2019,Nationwide,Zone_048,Low,Apr,Disaster Management,Ration/Food,249
Alkhidmat,2019,Nationwide,Zone_049,Low,Apr,Disaster Management,Ration/Food,317
Alkhidmat,2019,Nationwide,Zone_050,Low,Apr,Disaster Management,Ration/Food,224
Alkhidmat,2019,Nationwide,Zone_051,Low,Apr,Disaster Management,Ration/Food,234
Alkhidmat,2019,Nationwide,Zone_052,Low,Apr,Disaster Management,Ration/Food,201
Alkhidmat,2019,Nationwide,Zone_053,Low,Apr,Disaster Management,Ration/Food,334
Alkhidmat,2019,Nationwide,Zone_054,Low,Apr,Disaster Management,Ration/Food,314
Alkhidmat,2019,Nationwide,Zone_055,Low,Apr,Disaster Management,Ration/Food,320
Alkhidmat,2019,Nationwide,Zone_056,Low,Apr,Disaster Management,Ration/Food,333
Alkhidmat,2019,Nationwide,Zone_057,Low,Apr,Disaster Management,Ration/Food,278
Alkhidmat,2019,Nationwide,Zone_058,Low,Apr,Disaster Management,Ration/Food,297
Alkhidmat,2019,Nationwide,Zone_059,Low,Apr,Disaster Management,Ration/Food,224
Alkhidmat,2019,Nationwide,Zone_060,Low,Apr,Disaster Management,Ration/Food,219
Alkhidmat,2019,Nationwide,Zone_001,High,May,Disaster Management,Ration/Food,262
Alkhidmat,2019,Nationwide,Zone_002,High,May,Disaster Management,Ration/Food,217
Alkhidmat,2019,Nationwide,Zone_003,High,May,Disaster Management,Ration/Food,273
Alkhidmat,2019,Nationwide,Zone_004,High,May,Disaster Management,Ration/Food,252
Alkhidmat,2019,Nationwide,Zone_005,High,May,Disaster Management,Ration/Food,170
Alkhidmat,2019,Nationwide,Zone_006,High,May,Disaster Management,Ration/Food,289
Alkhidmat,2019,Nationwide,Zone_007,High,May,Disaster Management,Ration/Food,260
Alkhidmat,2019,Nationwide,Zone_008,High,May,Disaster Management,Ration/Food,264
Alkhidmat,2019,Nationwide,Zone_009,High,May,Disaster Management,Ration/Food,175
Alkhidmat,2019,Nationwide,Zone_010,High,May,Disaster Management,Ration/Food,218
Alkhidmat,2019,Nationwide,Zone_011,High,May,Disaster Management,Ration/Food,207
Alkhidmat,2019,Nationwide,Zone_012,High,May,Disaster Management,Ration/Food,283
Alkhidmat,2019,Nationwide,Zone_013,High,May,Disaster Management,Ration/Food,244
Alkhidmat,2019,Nationwide,Zone_014,High,May,Disaster Management,Ration/Food,268
Alkhidmat,2019,Nationwide,Zone_015,High,May,Disaster Management,Ration/Food,217
Alkhidmat,2019,Nationwide,Zone_016,High,May,Disaster Management,Ration/Food,188
Alkhidmat,2019,Nationwide,Zone_017,High,May,Disaster Management,Ration/Food,232
Alkhidmat,2019,Nationwide,Zone_018,High,May,Disaster Management,Ration/Food,166
Alkhidmat,2019,Nationwide,Zone_019,High,May,Disaster Management,Ration/Food,269
Alkhidmat,2019,Nationwide,Zone_020,High,May,Disaster Management,Ration/Food,243
Alkhidmat,2019,Nationwide,Zone_021,Medium,May,Disaster Management,Ration/Food,163
Alkhidmat,2019,Nationwide,Zone_022,Medium,May,Disaster Management,Ration/Food,129
Alkhidmat,2019,Nationwide,Zone_023,Medium,May,Disaster Management,Ration/Food,181
Alkhidmat,2019,Nationwide,Zone_024,Medium,May,Disaster Management,Ration/Food,175
Alkhidmat,2019,Nationwide,Zone_025,Medium,May,Disaster Management,Ration/Food,165
Alkhidmat,2019,Nationwide,Zone_026,Medium,May,Disaster Management,Ration/Food,116
Alkhidmat,2019,Nationwide,Zone_027,Medium,May,Disaster Management,Ration/Food,139
Alkhidmat,2019,Nationwide,Zone_028,Medium,May,Disaster Management,Ration/Food,103
Alkhidmat,2019,Nationwide,Zone_029,Medium,May,Disaster Management,Ration/Food,112
Alkhidmat,2019,Nationwide,Zone_030,Medium,May,Disaster Management,Ration/Food,157
Alkhidmat,2019,Nationwide,Zone_031,Medium,May,Disaster Management,Ration/Food,162
Alkhidmat,2019,Nationwide,Zone_032,Medium,May,Disaster Management,Ration/Food,181
Alkhidmat,2019,Nationwide,Zone_033,Medium,May,Disaster Management,Ration/Food,127
Alkhidmat,2019,Nationwide,Zone_034,Medium,May,Disaster Management,Ration/Food,131
Alkhidmat,2019,Nationwide,Zone_035,Medium,May,Disaster Management,Ration/Food,139
Alkhidmat,2019,Nationwide,Zone_036,Medium,May,Disaster Management,Ration/Food,115
Alkhidmat,2019,Nationwide,Zone_037,Medium,May,Disaster Management,Ration/Food,110
Alkhidmat,2019,Nationwide,Zone_038,Medium,May,Disaster Management,Ration/Food,139
Alkhidmat,2019,Nationwide,Zone_039,Medium,May,Disaster Management,Ration/Food,118
Alkhidmat,2019,Nationwide,Zone_040,Medium,May,Disaster Management,Ration/Food,156
Alkhidmat,2019,Nationwide,Zone_041,Low,May,Disaster Management,Ration/Food,91
Alkhidmat,2019,Nationwide,Zone_042,Low,May,Disaster Management,Ration/Food,113
Alkhidmat,2019,Nationwide,Zone_043,Low,May,Disaster Management,Ration/Food,106
Alkhidmat,2019,Nationwide,Zone_044,Low,May,Disaster Management,Ration/Food,84
Alkhidmat,2019,Nationwide,Zone_045,Low,May,Disaster Management,Ration/Food,113
Alkhidmat,2019,Nationwide,Zone_046,Low,May,Disaster Management,Ration/Food,112
Alkhidmat,2019,Nationwide,Zone_047,Low,May,Disaster Management,Ration/Food,88
Alkhidmat,2019,Nationwide,Zone_048,Low,May,Disaster Management,Ration/Food,82
Alkhidmat,2019,Nationwide,Zone_049,Low,May,Disaster Management,Ration/Food,105
Alkhidmat,2019,Nationwide,Zone_050,Low,May,Disaster Management,Ration/Food,74
Alkhidmat,2019,Nationwide,Zone_051,Low,May,Disaster Management,Ration/Food,77
Alkhidmat,2019,Nationwide,Zone_052,Low,May,Disaster Management,Ration/Food,67
Alkhidmat,2019,Nationwide,Zone_053,Low,May,Disaster Management,Ration/Food,111
Alkhidmat,2019,Nationwide,Zone_054,Low,May,Disaster Management,Ration/Food,104
Alkhidmat,2019,Nationwide,Zone_055,Low,May,Disaster Management,Ration/Food,106
Alkhidmat,2019,Nationwide,Zone_056,Low,May,Disaster Management,Ration/Food,110
Alkhidmat,2019,Nationwide,Zone_057,Low,May,Disaster Management,Ration/Food,92
Alkhidmat,2019,Nationwide,Zone_058,Low,May,Disaster Management,Ration/Food,98
Alkhidmat,2019,Nationwide,Zone_059,Low,May,Disaster Management,Ration/Food,74
Alkhidmat,2019,Nationwide,Zone_060,Low,May,Disaster Management,Ration/Food,73
Alkhidmat,2019,Nationwide,Zone_001,High,Jun,Disaster Management,Ration/Food,334
Alkhidmat,2019,Nationwide,Zone_002,High,Jun,Disaster Management,Ration/Food,277
Alkhidmat,2019,Nationwide,Zone_003,High,Jun,Disaster Management,Ration/Food,349
Alkhidmat,2019,Nationwide,Zone_004,High,Jun,Disaster Management,Ration/Food,321
Alkhidmat,2019,Nationwide,Zone_005,High,Jun,Disaster Management,Ration/Food,217
